STATE,NUM_UNIT,CAUSE_IGN,FIRE_SPRD,BLDG_ABOVE,BLDG_BELOW,TOT_SQ_FT,FIRE_ORIG,FLAME_SPRD,DETECTOR,AES_PRES,INCIDENT_KEY,APP_MOD,response_time,last_unit_clear_time,accident_year,accident_month,accident_day,accident_hour,median_income_list,median_rent_list,Pct_HOU_Occupied_units_list,Pct_HHF_Utility_gas_list,Pct_DIS_With_disability_list,Pct_EDU_Bachelor_or_higher_list,Pct_HIC_With_coverage_list,Pct_SA_62_and_over_list,Pct_EMP_Pop_16_and_over_in_labor_force_Civilian_labor_force_Employed_list,temp,rhum,wspd,Minority populations,Black Alone,hum_1,AREA_ORIG_new,ACT_TAK1_new,FACT_IGN1_new,HEAT_SOURCE_new,FIRST_IGN_new,TYPE_MAT_new,PROP_USE_new,SUP_FAC_1_new,ITEM_SPRD_new,MAT_SPRD_new,build_time_1980_to_later_list,solar_or_no_fuel,coal_or_wood,HHS_Region,Census_Region,Census_Division,CBSA Title,CBSA Code,AREA_ORIG,HEAT_SOURC,FIRST_IGN,TYPE_MAT,FACT_IGN_1,SUP_FAC_1,STRUC_TYPE,STRUC_STAT,ITEM_SPRD,MAT_SPRD,DET_TYPE,AES_TYPE,AES_OPER,ACT_TAK1,LOC_TYPE,NUM_MILE,STREET_PRE,STREETNAME,STREETTYPE,STREETSUF,APT_NO,CITY,STATE_ID,ZIP5,ZIP4,X_STREET,FF_DEATH,OTH_DEATH,FF_INJ,OTH_INJ,DET_ALERT,PROP_USE,ON_SITE_M1,MAT_STOR1,EQUIP_INV,CAUSE_IGN_desc,AREA_ORIG_desc,HEAT_SOURC_desc,FIRST_IGN_desc,TYPE_MAT_desc,FACT_IGN_1_desc,ITEM_SPRD_desc,MAT_SPRD_desc,ACT_TAK1_desc,SUP_FAC_1_desc,AES_PRES_desc,DETECTOR_desc,hum_1_desc,PROP_USE_desc,ON_SITE_M1_desc,MAT_STOR1_desc,EQUIP_INV_desc,DET_TYPE_desc
TX,1.0,5,5,1.0,0.0,1100.0,1.0,Y,U,N,TX_WB719_08222021_0003507_0,Y,6.0,422.0,2021,8,22,22,63950.950413223145,1327.3140495867767,91.2,36.5,12.2,28.9,81.5,16.7,65.7,35.4,44.0,12.2,0.1120843419543891,0.1246018601095681,N,2,1,UU_,UU_,UU_,not given_,4,9,not given_,not given_,31.0,0.2,0.0,Region 6 - Dallas,South,West South Central,"Dallas-Fort Worth-Arlington, TX",19100,20,UU,UU,,UU,NNN,1,2,,,,,,11,1,632,,BLUEBONNET,DR,,,HURST,TX,76053,,,0,0,0,0,U,419,200,U,UUU,Cause under investigation,"Function area, other",Undetermined,Undetermined,,Undetermined,,,Extinguish,,None Present,Undetermined,,1 or 2 family dwelling,"Personal & home products, other",Undetermined,Undetermined,
GA,1.0,5,3,2.0,0.0,1000.0,1.0,Y,1,U,GA_03101_06232021_2123264_0,Y,6.0,45.0,2021,6,23,12,78474.64462809918,1605.5702479338845,91.9,66.1,8.6,25.3,84.3,16.0,63.7,20.1,78.0,9.4,0.0226088181434004,0.8635723341315679,N,7,1,UU_,UU_,UU_,not given_,4,9,not given_,not given_,81.1,0.0,0.1,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,76,UU,UU,,UU,NNN,1,2,,,1,,,10,1,4414,,NEWTON,LN,,,Ellenwood,GA,30294,,,0,0,0,0,,419,,,NNN,Cause under investigation,Wall surface: exterior,Undetermined,Undetermined,,Undetermined,,,"Fire, other",,Undetermined,Detectors Present,,1 or 2 family dwelling,,,,Smoke
CA,10.0,5,4,15.0,0.0,1000.0,1.0,Y,1,N,CA_19105_12052019_1187_0,N,3.0,197.0,2019,12,5,16,48628.39285714285,1442.035714285714,95.2,64.7,10.3,6.4,84.1,9.4,55.7,14.2,83.0,0.0,0.4488713790358487,0.1848428835489833,N,UU_,1,11,UU_,UU_,UU_,4,not given_,not given_,not given_,21.4,15.1,0.2,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,UU,UU,UU,UU,NN,,1,2,,,U,,,12,1,00430,E,69TH,ST,,,LOS ANGELES,CA,90003,,69TH                        ST,0,0,0,0,,419,NNN,,,Cause under investigation,Undetermined,Undetermined,Undetermined,Undetermined,,,,Salvage & overhaul,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Undetermined
TX,16.0,U,3,2.0,0.0,5840.0,1.0,Y,1,N,TX_KA705_08132019_0008485_0,N,3.0,90.0,2019,8,13,14,58931.116071428565,1086.1339285714284,87.8,44.6,14.7,11.0,73.5,15.6,56.9,30.0,75.0,7.6,0.1060082158583798,0.0866802612524751,N,2,1,UU_,1,8,9,4,not given_,9,6,25.0,0.6,0.1,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,24,12,99,99,UU,,1,2,91,67,1,,,11,1,1711,,James Bowie,DR,,305,Baytown,TX,77520,,,0,0,0,1,2,429,,,646,Cause undetermined after investigation,"Cooking area, kitchen","Radiated, conducted heat from operating equipment",Multiple items first ignited,Multiple types of material,Undetermined,Book,67,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,"Range, stove with/without oven, cooking surface",Smoke
IL,1.0,4,3,1.0,1.0,1500.0,1.0,Y,1,N,IL_MJ122_06132022_0002121_0,N,5.0,82.0,2022,6,13,17,127140.0,1823.0,97.9,94.8,9.0,42.7,95.8,17.5,70.8,30.5,68.0,18.5,0.086852639091445,0.0194557358736463,N,7,1,11,5,1,6,4,not given_,not given_,6,77.1,0.2,0.1,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,74,73,12,63,NN,,1,2,,63,1,,,11,1,635,,CHELSEA,DR,,,ALGONQUIN,IL,60102,,,0,0,0,0,,419,,,,Act of nature,"Attic: vacant, crawl space above top story, cupola",Lightning,Exterior wall covering or finish,"Sawn wood, including all finished lumber",,,63,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
TX,25.0,1,5,3.0,0.0,1000.0,2.0,Y,1,N,TX_KA926_07252022_7250816_0,N,9.0,314.0,2022,7,25,18,49682.0,1091.0,90.9,22.4,10.5,11.3,71.4,10.4,62.9,35.1,43.0,7.6,0.1591112482641567,0.3095201357815152,2,1,1,UU_,4,1,11,4,1,1,9,70.8,0.9,0.0,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,14,60,10,00,UU,112,1,2,10,99,1,,,11,1,13011,,NORTHBOROUGH,DR,,532,Houston,TX,77067,,,0,0,0,0,,429,,,NNN,Intentional,"Common room, den, family room, living room, lounge",Heat from other open flame or smoking materials,"Structural component or finish, other","Type of material first ignited, other",Undetermined,"Structural component or finish, other",99,Extinguish,Roof collapse,None Present,Detectors Present,Possibly impaired by alcohol or drugs,Multifamily dwellings,,,,Smoke
TX,3.0,5,2,1.0,0.0,1600.0,1.0,Y,N,N,TX_PS312_06132021_114938_0,N,0.0,71.0,2021,6,13,13,57593.70247933885,998.9504132231403,84.2,6.2,15.0,11.5,70.3,12.9,50.4,27.6,85.0,11.2,0.1721557330799156,0.0740949722329462,N,2,1,3,1,UU_,UU_,20,9,not given_,not given_,66.1,0.2,0.7,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,21,13,UU,UU,30,NNN,1,2,,,,,,11,1,39,,3475,RD,,,Cleveland,TX,77327,,,0,0,0,0,U,UUU,,,111,Cause under investigation,Bedroom - < 5 persons; included are jail or prison,Arcing,Undetermined,Undetermined,"Electrical failure, malfunction, other",,,Extinguish,,None Present,None Present,,Undetermined,,,Air conditioner,
TX,1.0,5,4,1.0,0.0,885.0,1.0,Y,N,N,TX_KA926_02052021_2050114_0,N,2.0,199.0,2021,2,5,5,41704.31404958678,1249.4876033057851,90.6,50.3,16.7,9.0,72.0,18.3,45.4,18.9,59.0,18.4,0.0467173951513006,0.5574234648734737,N,1,1,UU_,UU_,UU_,UU_,4,9,UU_,UU_,13.4,1.6,0.0,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,14,UU,UU,UU,UU,NNN,1,2,UU,UU,,,,11,1,5006,,VAN FLEET,ST,,,Houston,TX,77033,,,0,0,0,0,,419,,,NNN,Cause under investigation,"Common room, den, family room, living room, lounge",Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,UU,Extinguish,,None Present,None Present,,1 or 2 family dwelling,,,,
TX,1.0,2,2,2.0,0.0,2600.0,2.0,Y,1,N,TX_SA311_09032022_2262321_0,Y,7.0,121.0,2022,9,3,15,90493.0,1270.0,92.6,36.4,9.9,25.6,81.3,14.7,61.1,31.2,70.0,5.4,0.0654563920274216,0.0331598324235114,N,2,1,6,5,1,6,4,9,not given_,not given_,87.7,0.0,0.4,Region 6 - Dallas,South,West South Central,"Houston-Pasadena-The Woodlands, TX",26420,20,73,17,64,62,NNN,1,2,,,1,,,11,1,20719,,LAURA LEE,LN,,,PORTER,TX,77365,,,0,0,0,0,,419,NNN,,,Unintentional,"Function area, other",Lightning,Structural member or framing,Plywood,Storm,,,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
CA,6.0,3,4,25.0,0.0,700.0,2.0,N,1,N,CA_19105_07242019_1808_0,N,6.0,96.0,2019,7,24,22,100745.54464285712,2220.642857142857,96.3,64.5,8.8,53.7,95.9,21.5,65.5,25.8,62.0,22.3,0.242794628036819,0.0947940244454504,N,2,1,3,1,3,7,4,not given_,not given_,not given_,11.9,3.7,0.1,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,21,13,36,70,30,,1,2,,,1,,,11,1,11844,W,ALLIN,ST,,,LOS ANGELES,CA,90230,,ALLIN                       ST,0,0,0,1,1,429,NNN,,,Failure of equipment or heat source,Bedroom - < 5 persons; included are jail or prison,Arcing,"Curtains, blinds, drapery, tapestry","Fabric, textile, fur, other","Electrical failure, malfunction, other",,,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,,Smoke
CA,0.0,2,2,2.0,0.0,800.0,0.0,Y,1,N,CA_19110_08282020_0259051_0,Y,3.0,13.0,2020,8,28,13,53917.43362831859,1421.2831858407085,91.5,76.7,14.9,32.1,93.8,20.8,57.6,19.2,81.0,0.0,0.1434482758620689,0.6515987460815047,N,UU_,8,11,UU_,UU_,not given_,4,9,10,6,9.0,3.6,0.1,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,UU,UU,UU,,NN,NNN,1,2,00,60,1,,,86,1,4349,S,VICTORIA,AVE,,,View Park,CA,90008,,,0,0,0,0,,419,,,NNN,Unintentional,Undetermined,Undetermined,Undetermined,,,"Item First Ignited, Other",60,Investigate,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
IL,2.0,5,3,2.0,1.0,1875.0,2.0,Y,1,N,IL_CS931_03012022_0136724_0,Y,2.0,208.0,2022,3,1,10,31768.0,1099.0,82.8,82.0,22.0,12.6,88.8,15.6,43.6,7.8,58.0,14.8,0.0650515926424405,0.8629149842978915,N,2,1,UU_,UU_,3,7,4,not given_,1,6,20.9,1.4,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,21,UU,31,71,UU,,1,2,16,63,1,,,11,1,3530,W,CONGRESS,,,,Chicago,IL,60624,,X1425 BL S CENTRAL PARK AV,0,0,0,0,,419,,,NNN,Cause under investigation,Bedroom - < 5 persons; included are jail or prison,Undetermined,"Mattress, pillow","Fabric, fiber, cotton, blends, rayon, wool",Undetermined,Interior ceiling cover or finish,63,Extinguish,,None Present,Detectors Present,,1 or 2 family dwelling,,,,Smoke
IL,1.0,2,2,2.0,1.0,2500.0,2.0,Y,1,N,IL_KA223_03202020_0256_0,Y,5.0,68.0,2020,3,20,13,111575.86725663718,1770.6106194690267,96.0,89.0,8.2,40.7,97.5,17.1,67.1,4.2,91.0,29.5,0.1022702226140621,0.0177430019836896,N,7,1,3,1,5,4,4,not given_,not given_,not given_,80.4,0.2,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,76,13,54,41,35,,1,2,,,1,,,12,1,14N330,,French,RD,,,Hampshire,IL,60140,,LENSCHOW RD SHIREWOOD FARM R,0,0,0,0,1,419,NNN,N,227,Unintentional,Wall surface: exterior,Arcing,"Cord, rope, twine",Plastic,"Arc from faulty contact, broken conductor",,,Salvage & overhaul,,None Present,Detectors Present,,1 or 2 family dwelling,,,Surge protector,Smoke
GA,0.0,1,3,3.0,0.0,6000.0,1.0,Y,1,1,GA_04405_06172019_9476913_0,Y,4.0,128.0,2019,6,17,7,60821.19642857143,1224.3482142857142,86.7,63.4,13.1,29.5,87.1,22.4,55.7,25.7,76.0,5.4,0.0184258614688478,0.9099155934563176,N,UU_,8,UU_,UU_,UU_,not given_,4,9,not given_,not given_,54.8,0.2,0.3,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,UU,UU,UU,,UU,NNN,1,2,,,1,,,86,1,4200,,Wesley Club,DR,,,Decatur,GA,30034,,,0,0,0,0,,449,,,NNN,Intentional,Undetermined,Undetermined,Undetermined,,Undetermined,,,Investigate,,Present,Detectors Present,,"Hotel/motel, commercial",,,,Smoke
IL,1.0,U,2,2.0,1.0,1250.0,2.0,Y,1,N,IL_CS931_07222020_0498287_0,Y,4.0,122.0,2020,7,22,13,49513.16814159293,1051.4070796460178,91.2,93.7,8.7,11.1,86.4,13.5,54.9,23.9,90.0,14.8,0.329102195867692,0.1846937830075048,3,UU_,1,UU_,UU_,UU_,UU_,4,not given_,UU_,not given_,9.0,0.6,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,UU,UU,UU,UU,UU,,1,2,UU,,3,,,11,1,5655,S,CAMPBELL,AVE,,,Chicago,IL,60629,,X12457 BL W 57TH ST X22501,0,0,0,0,,419,,,UUU,Cause undetermined after investigation,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,,Extinguish,,None Present,Detectors Present,Unattended or unsupervised person,1 or 2 family dwelling,,,Undetermined,Combination smoke - heat
CA,11.0,U,3,3.0,0.0,2700.0,2.0,Y,N,N,CA_19105_12222022_0346_0,Y,4.0,435.0,2022,12,22,8,76942.0,1694.0,96.1,58.2,11.4,11.1,87.8,14.6,57.6,11.4,60.0,8.6,0.4214059556731193,0.019057352410725,N,0,1,UU_,UU_,UU_,not given_,4,9,not given_,not given_,22.5,10.9,0.1,Region 9 - San Francisco,West,Pacific,"Los Angeles-Long Beach-Anaheim, CA",31080,03,UU,UU,,UU,NNN,1,2,,,,,,11,1,14261,W,JUDD,ST,,,Los Angeles,CA,91331,,N DE BEACHY AV SFV,0,0,0,0,,419,,,NNN,Cause undetermined after investigation,Interior stairway or ramp,Undetermined,Undetermined,,Undetermined,,,Extinguish,,None Present,None Present,,1 or 2 family dwelling,,,,
IL,4.0,2,2,1.0,1.0,1200.0,1.0,Y,1,N,IL_LA372_10022022_3598_0,Y,7.0,97.0,2022,10,2,2,89660.0,1747.0,93.7,92.1,8.0,26.9,94.3,19.0,64.8,13.9,83.0,9.4,0.0573989987192921,0.0012807078821748,N,2,1,1,4,6,2,4,not given_,7,2,71.3,0.0,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,24,60,65,27,14,,1,2,76,27,1,,,11,1,4105,,BEECH,ST,,C,Island Lake,IL,60042,,,0,0,0,2,1,429,NNN,N,,Unintentional,"Cooking area, kitchen",Heat from other open flame or smoking materials,Flammable liquid/gas - uncontained,"Cooking oil, transformer or lubricating oil",Flammable liquid or gas spilled,"Cooking materials, including edible materials",27,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,,,Smoke
GA,1.0,5,2,2.0,0.0,750.0,1.0,Y,U,N,GA_06002_12172022_2221918_0,Y,5.0,46.0,2022,12,17,21,45290.0,1207.0,94.1,42.5,14.2,25.7,86.3,14.7,65.0,9.8,37.0,16.6,0.0296515345268542,0.8913043478260869,N,1,1,UU_,4,UU_,not given_,4,9,not given_,not given_,75.9,0.4,0.1,Region 4 - Atlanta,South,South Atlantic,"Atlanta-Sandy Springs-Roswell, GA",12060,14,60,UU,,UU,NNN,1,2,,,,,,11,1,4050,,MORGAN,RD,,265,Union City,GA,30291,,,0,0,0,0,,400,,,NNN,Cause under investigation,"Common room, den, family room, living room, lounge",Heat from other open flame or smoking materials,Undetermined,,Undetermined,,,Extinguish,,None Present,Undetermined,,"Residential, other",,,,
IL,1.0,U,3,1.0,0.0,700.0,1.0,Y,U,N,IL_CS583_04172021_2100327_0,Y,4.0,114.0,2021,4,17,16,51751.38842975207,1685.5289256198348,89.1,95.2,13.9,16.4,92.1,17.8,51.1,7.8,78.0,16.6,0.064007171671896,0.7252353204840879,N,2,1,UU_,UU_,UU_,not given_,4,9,not given_,not given_,15.7,1.5,0.0,Region 5 - Chicago,Midwest,East North Central,"Chicago-Naperville-Elgin, IL-IN",16980,24,UU,UU,,UU,NNN,1,2,,,,,,11,1,16008,,HAMLIN,,,,Markham,IL,60428,,,0,0,0,0,,419,NNN,,,Cause undetermined after investigation,"Cooking area, kitchen",Undetermined,Undetermined,,Undetermined,,,Extinguish,,None Present,Undetermined,,1 or 2 family dwelling,,,,
