STATE,NUM_UNIT,CAUSE_IGN,FIRE_SPRD,BLDG_ABOVE,BLDG_BELOW,TOT_SQ_FT,FIRE_ORIG,FLAME_SPRD,DETECTOR,AES_PRES,INCIDENT_KEY,APP_MOD,response_time,last_unit_clear_time,accident_year,accident_month,accident_day,accident_hour,median_income_list,median_rent_list,Pct_HOU_Occupied_units_list,Pct_HHF_Utility_gas_list,Pct_DIS_With_disability_list,Pct_EDU_Bachelor_or_higher_list,Pct_HIC_With_coverage_list,Pct_SA_62_and_over_list,Pct_EMP_Pop_16_and_over_in_labor_force_Civilian_labor_force_Employed_list,temp,rhum,wspd,Minority populations,Black Alone,hum_1,AREA_ORIG_new,ACT_TAK1_new,FACT_IGN1_new,HEAT_SOURCE_new,FIRST_IGN_new,TYPE_MAT_new,PROP_USE_new,SUP_FAC_1_new,ITEM_SPRD_new,MAT_SPRD_new,build_time_1980_to_later_list,solar_or_no_fuel,coal_or_wood,HHS_Region,Census_Region,Census_Division,CBSA Title,CBSA Code,AREA_ORIG,HEAT_SOURC,FIRST_IGN,TYPE_MAT,FACT_IGN_1,SUP_FAC_1,STRUC_TYPE,STRUC_STAT,ITEM_SPRD,MAT_SPRD,DET_TYPE,AES_TYPE,AES_OPER,ACT_TAK1,LOC_TYPE,NUM_MILE,STREET_PRE,STREETNAME,STREETTYPE,STREETSUF,APT_NO,CITY,STATE_ID,ZIP5,ZIP4,X_STREET,FF_DEATH,OTH_DEATH,FF_INJ,OTH_INJ,DET_ALERT,PROP_USE,ON_SITE_M1,MAT_STOR1,EQUIP_INV,CAUSE_IGN_desc,AREA_ORIG_desc,HEAT_SOURC_desc,FIRST_IGN_desc,TYPE_MAT_desc,FACT_IGN_1_desc,ITEM_SPRD_desc,MAT_SPRD_desc,ACT_TAK1_desc,SUP_FAC_1_desc,AES_PRES_desc,DETECTOR_desc,hum_1_desc,PROP_USE_desc,ON_SITE_M1_desc,MAT_STOR1_desc,EQUIP_INV_desc,DET_TYPE_desc
DC,1.0,2,2,3.0,0.0,1.0,3.0,Y,1,N,DC_11001_01162012_0007024_0,N,2.0,46.0,2012,1,16,14,106645.59,1847.28,91.3,51.2,7.0,73.4,93.3,9.0,79.3,-1.7,58.0,13.0,0.09552559059259104,0.22618171108820498,3,0,1,1,4,1,6,4,not given_,1,6,13.7,0.7,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,02,63,10,64,11,,1,2,14,64,1,,,11,1,1947,,BILTMORE,ST,NW,,WASHINGTON,DC,20009,,,0,0,0,0,2,419,NNN,,,Unintentional,"Exterior stairway, ramp, or fire escape",Heat from undetermined smoking material,"Structural component or finish, other",Plywood,Abandoned or discarded materials or products,Floor covering or rug/carpet/mat,64,Extinguish,nan,None Present,Detectors Present,Unattended or unsupervised person,1 or 2 family dwelling,,nan,nan,Smoke
DC,4.0,U,2,1.0,0.0,1.0,2.0,Y,1,N,DC_11001_01222012_0009916_0,N,3.0,58.0,2012,1,22,16,41819.22,1123.59,81.7,52.8,16.4,14.8,92.7,10.0,41.8,-1.1,78.0,14.8,0.0123624430676964,0.8992899374805511,N,1,1,1,2,1,7,4,not given_,not given_,not given_,20.3,0.5,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,14,43,14,71,11,,1,2,,,1,,,10,1,4706,,MARTIN LUTHER KING JR,AVE,SW,,WASHINGTON,DC,20032,,,0,0,0,0,1,429,NNN,,,Cause undetermined after investigation,"Common room, den, family room, living room, lounge",Hot ember or ash,Floor covering or rug/carpet/mat,"Fabric, fiber, cotton, blends, rayon, wool",Abandoned or discarded materials or products,nan,nan,"Fire, other",nan,None Present,Detectors Present,,Multifamily dwellings,,nan,nan,Smoke
DC,1.0,U,2,1.0,0.0,1.0,1.0,Y,1,1,DC_11001_01222012_0009997_0,N,1.0,23.0,2012,1,22,21,73856.37,1417.71,92.3,69.9,11.9,37.8,91.4,21.0,52.9,0.0,74.0,5.4,0.06304537521815008,0.75032722513089,N,2,8,2,8,7,not given_,4,not given_,not given_,not given_,9.3,0.1,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,00,76,,22,,1,2,,,5,1,1,86,1,415,,EDGEWOOD,ST,NE,8,WASHINGTON,DC,20017,,,0,0,0,0,1,429,NNN,,,Cause undetermined after investigation,"Cooking area, kitchen",Heat source: other,"Cooking materials, including edible materials",nan,Manual control failure,nan,nan,Investigate,nan,Present,Detectors Present,,Multifamily dwellings,,nan,nan,More than 1 type present
DC,1.0,2,3,20.0,1.0,1.0,2.0,Y,1,N,DC_11001_01232012_0010089_0,N,2.0,122.0,2012,1,23,5,79582.68000000001,1511.88,90.7,66.9,8.2,48.6,91.2,9.9,73.3,-0.0,85.0,7.6,0.11943222325700889,0.3200166993159703,N,2,1,10,4,3,7,4,not given_,3,7,8.8,0.5,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,21,66,36,71,00,,1,2,31,71,1,,,11,1,1346,,NEWTON,ST,NW,,WASHINGTON,DC,20010,,,0,0,0,0,2,439,NNN,,,Unintentional,Bedroom - < 5 persons; included are jail or prison,Candle,"Curtains, blinds, drapery, tapestry","Fabric, fiber, cotton, blends, rayon, wool",Other factor contributed to ignition,"Mattress, pillow",71,Extinguish,nan,None Present,Detectors Present,,"Boarding/rooming house, residential hotels",,nan,nan,Smoke
DC,25.0,2,2,4.0,0.0,1.0,1.0,Y,U,U,DC_11001_01232012_0010176_0,N,2.0,26.0,2012,1,23,10,106645.59,1847.28,91.3,51.2,7.0,73.4,93.3,9.0,79.3,0.6,88.0,0.0,0.09552559059259104,0.22618171108820498,N,UU_,8,UU_,UU_,UU_,not given_,4,not given_,not given_,not given_,13.7,0.7,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,UU,UU,UU,,UU,,1,2,,,,,,86,1,2001,,16TH,ST,NW,,WASHINGTON,DC,20009,,,0,0,0,0,2,429,NNN,,,Unintentional,Undetermined,Undetermined,Undetermined,nan,Undetermined,nan,nan,Investigate,nan,Undetermined,Undetermined,,Multifamily dwellings,,nan,nan,nan
DC,68.0,3,2,12.0,0.0,1.0,5.0,Y,1,U,DC_11001_01242012_0010499_0,N,3.0,15.0,2012,1,24,0,94874.34,1822.77,88.8,46.2,7.3,68.9,92.9,10.3,75.8,4.4,97.0,11.2,0.13712485491626597,0.1553639529099652,N,UU_,1,UU_,UU_,UU_,not given_,4,not given_,not given_,not given_,29.1,0.8,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,UU,UU,UU,,UU,,1,2,,,3,,,11,1,1330,,MASSACHUSETTS,AVE,NW,424,WASHINGTON,DC,20005,,,0,0,0,0,1,429,NNN,,,Failure of equipment or heat source,Undetermined,Undetermined,Undetermined,nan,Undetermined,nan,nan,Extinguish,nan,Undetermined,Detectors Present,,Multifamily dwellings,,nan,nan,Combination smoke - heat
DC,200.0,2,2,5.0,0.0,960.0,2.0,Y,1,N,DC_11001_01262012_0011406_0,N,3.0,61.0,2012,1,26,4,96697.11,1482.21,91.7,82.6,10.6,51.4,92.9,21.6,60.1,4.0,70.0,0.0,0.0825136612021858,0.6975409836065574,1,1,1,1,4,1,7,4,not given_,not given_,not given_,7.9,0.4,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,14,60,14,71,11,,1,2,,,3,,,11,1,6445,,LUZON,AVE,NW,,WASHINGTON,DC,20012,,,0,0,0,0,2,429,NNN,,NNN,Unintentional,"Common room, den, family room, living room, lounge",Heat from other open flame or smoking materials,Floor covering or rug/carpet/mat,"Fabric, fiber, cotton, blends, rayon, wool",Abandoned or discarded materials or products,nan,nan,Extinguish,nan,None Present,Detectors Present,Asleep,Multifamily dwellings,,nan,,Combination smoke - heat
DC,1.0,2,4,1.0,0.0,1.0,1.0,Y,1,1,DC_11001_01272012_0012195_0,N,5.0,27.0,2012,1,27,18,73856.37,1417.71,92.3,69.9,11.9,37.8,91.4,21.0,52.9,15.6,57.0,37.1,0.06304537521815008,0.75032722513089,N,2,9,3,4,1,9,4,not given_,7,not given_,9.3,0.1,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,63,10,99,30,,1,2,70,,1,U,U,92,1,5101,,SARGENT,RD,NE,205,WASHINGTON,DC,20017,,,0,0,0,0,U,429,NNN,,,Unintentional,"Function area, other",Heat from undetermined smoking material,"Structural component or finish, other",Multiple types of material,"Electrical failure, malfunction, other","Organic materials, other",nan,Standby,nan,Present,Detectors Present,,Multifamily dwellings,,nan,nan,Smoke
DC,8.0,U,2,3.0,0.0,600.0,3.0,Y,U,U,DC_11001_01282012_0012532_0,N,2.0,25.0,2012,1,28,12,46873.44,1166.16,85.2,56.1,17.0,16.0,93.3,13.0,45.0,1.1,82.0,5.4,0.008474410794134302,0.96657098783512,N,0,8,11,UU_,5,UU_,4,not given_,not given_,not given_,16.8,0.7,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,03,UU,51,UU,NN,,1,2,,,,,,86,1,3101,,NAYLOR,RD,SE,,WASHINGTON,DC,20020,,,0,0,0,0,U,429,NNN,,,Cause undetermined after investigation,Interior stairway or ramp,Undetermined,"Box, carton, bag, basket, barrel",Undetermined,,nan,nan,Investigate,nan,Undetermined,Undetermined,,Multifamily dwellings,,nan,nan,nan
DC,1.0,5,2,1.0,0.0,224.0,3.0,Y,1,N,DC_11001_01292012_0013191_0,N,5.0,164.0,2012,1,29,21,68226.81,915.9,91.2,66.4,16.1,25.3,92.5,22.5,50.3,10.0,13.0,16.6,0.021880578107905797,0.886739218057235,N,2,8,UU_,UU_,3,7,4,not given_,not given_,not given_,11.0,0.5,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,21,UU,31,71,UU,,1,2,,,1,,,86,1,3005,,BLADENSBURG,RD,NE,,WASHINGTON,DC,20018,,,0,1,0,0,1,429,NNN,,,Cause under investigation,Bedroom - < 5 persons; included are jail or prison,Undetermined,"Mattress, pillow","Fabric, fiber, cotton, blends, rayon, wool",Undetermined,nan,nan,Investigate,nan,None Present,Detectors Present,,Multifamily dwellings,,nan,nan,Smoke
DC,0.0,U,2,8.0,0.0,100.0,1.0,Y,U,N,DC_11001_01312012_0013779_0,N,16.0,16.0,2012,1,31,9,158704.83000000002,2247.18,90.6,63.0,6.6,82.8,97.4,18.5,58.6,5.6,50.0,13.0,0.06598805566179283,0.052896354917478156,N,10,8,1,4,9,4,4,not given_,not given_,not given_,11.9,0.6,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,00,65,00,41,19,,1,2,,,,,,86,1,4400,,MASSACHUSETTS,AVE,NW,,WASHINGTON,DC,20016,,,0,0,0,0,2,460,NNN,,,Cause undetermined after investigation,Other,Cigarette lighter,"Item First Ignited, Other",Plastic,Playing with heat source,nan,nan,Investigate,nan,None Present,Undetermined,,"Dormitory type residence, other",,nan,nan,nan
DC,0.0,2,2,10.0,0.0,1000.0,1.0,Y,1,1,DC_11001_01312012_0014056_0,N,3.0,35.0,2012,1,31,19,98839.8,1625.4,88.1,50.6,10.2,55.6,91.2,9.4,64.4,17.8,27.0,29.5,0.10754472387866218,0.5029297381384495,N,6,8,UU_,UU_,UU_,not given_,5,not given_,UU_,not given_,36.9,0.8,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,60,UU,UU,,UU,,1,2,UU,,1,U,U,86,1,455,,MASSACHUSETTS,AVE,NW,,WASHINGTON,DC,20001,,,0,0,0,0,1,599,NNN,,,Unintentional,"Equipment or service area, other",Undetermined,Undetermined,nan,Undetermined,Undetermined,nan,Investigate,nan,Present,Detectors Present,,Business office,,nan,nan,Smoke
DC,16.0,3,2,3.0,0.0,900.0,1.0,Y,1,N,DC_11001_02032012_0015150_0,N,3.0,135.0,2012,2,3,2,98839.8,1625.4,88.1,50.6,10.2,55.6,91.2,9.4,64.4,7.2,49.0,27.7,0.10754472387866218,0.5029297381384495,N,1,1,1,UU_,1,7,4,9,10,7,36.9,0.8,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,14,UU,12,71,12,NNN,1,2,00,71,1,,,11,1,1308,,6TH,ST,NW,,WASHINGTON,DC,20001,,,0,0,0,0,U,429,NNN,,210,Failure of equipment or heat source,"Common room, den, family room, living room, lounge",Undetermined,Exterior wall covering or finish,"Fabric, fiber, cotton, blends, rayon, wool",Heat source too close to combustibles.,"Item First Ignited, Other",71,Extinguish,,None Present,Detectors Present,,Multifamily dwellings,,nan,"Electrical wiring, other",Smoke
DC,12.0,5,2,3.0,0.0,600.0,2.0,Y,1,1,DC_11001_02032012_0015521_0,N,4.0,153.0,2012,2,3,19,45462.18,1075.8600000000001,83.6,67.9,18.2,14.1,93.6,15.2,46.5,10.0,41.0,7.6,0.009193328599120972,0.970481546168167,N,1,1,UU_,UU_,UU_,9,4,not given_,2,5,14.7,1.0,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,14,UU,UU,99,UU,,1,2,20,50,0,U,U,11,1,4752,,BENNING,RD,SE,,WASHINGTON,DC,20019,,,0,0,0,0,U,429,NNN,,,Cause under investigation,"Common room, den, family room, living room, lounge",Undetermined,Undetermined,Multiple types of material,Undetermined,"Furniture, utensils, other",50,Extinguish,nan,Present,Detectors Present,,Multifamily dwellings,,nan,nan,Other
DC,35.0,2,2,3.0,0.0,20000.0,1.0,Y,1,N,DC_11001_02042012_0015990_0,N,3.0,31.0,2012,2,4,19,65116.62,1279.68,90.5,80.1,12.2,33.7,88.3,16.9,59.0,7.2,63.0,14.8,0.15220869330908235,0.6688559928594284,2,2,8,UU_,UU_,UU_,not given_,4,not given_,not given_,not given_,4.3,0.7,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,UU,UU,,UU,,1,2,,,1,,,86,1,1451,,SHERIDAN,ST,NW,108,WASHINGTON,DC,20011,,,0,0,0,0,U,429,NNN,,,Unintentional,"Cooking area, kitchen",Undetermined,Undetermined,nan,Undetermined,nan,nan,Investigate,nan,None Present,Detectors Present,Possibly impaired by alcohol or drugs,Multifamily dwellings,,nan,nan,Smoke
DC,0.0,2,3,1.0,1.0,22500.0,1.0,Y,N,N,DC_11001_02072012_0017323_0,N,1.0,123.0,2012,2,7,20,98839.8,1625.4,88.1,50.6,10.2,55.6,91.2,9.4,64.4,12.8,37.0,16.6,0.10754472387866218,0.5029297381384495,N,7,1,1,4,1,8,1,not given_,1,8,36.9,0.8,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,77,69,11,80,12,,1,2,11,80,,,,11,1,501,,N,ST,NW,,WASHINGTON,DC,20001,,,0,0,0,0,2,131,NNN,,,Unintentional,Roof surface: exterior,Flame/torch used for lighting,Exterior roof covering or finish,"Material compounded with oil, other",Heat source too close to combustibles.,Exterior roof covering or finish,80,Extinguish,nan,None Present,None Present,,"Church, mosque, synagogue, temple, chapel",,nan,nan,nan
DC,1.0,2,2,2.0,1.0,1125.0,1.0,Y,N,N,DC_11001_02082012_0017415_0,N,4.0,105.0,2012,2,8,1,96697.11,1482.21,91.7,82.6,10.6,51.4,92.9,21.6,60.1,8.3,58.0,7.6,0.0825136612021858,0.6975409836065574,1,2,1,1,1,7,5,4,6,7,5,7.9,0.4,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,10,76,57,11,621,1,2,76,57,,,,11,1,6440,,5TH,ST,NW,,WASHINGTON,DC,20012,,,0,0,0,0,2,419,NNN,,646,Unintentional,"Cooking area, kitchen","Heat from powered equipment, other","Cooking materials, including edible materials","Food, starch, excluding fat and grease (Code 31)",Abandoned or discarded materials or products,"Cooking materials, including edible materials",57,Extinguish,Young occupants,None Present,None Present,Asleep,1 or 2 family dwelling,,nan,"Range, stove with/without oven, cooking surface",nan
